Domain,Area,Element,Item,Year,Unit,Value
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient nitrogen N (total)","1961","kg/ha","26.37"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient nitrogen N (total)","1962","t","42800"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient nitrogen N (total)","1962","kg/ha","4.08"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient nitrogen N (total)","1963","t","85700"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient nitrogen N (total)","1963","kg/ha","8.18"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient nitrogen N (total)","1964","t","101400"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient nitrogen N (total)","1964","kg/ha","9.66"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient nitrogen N (total)","1965","t","144500"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient nitrogen N (total)","1965","kg/ha","13.79"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient nitrogen N (total)","1966","t","207500"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient nitrogen N (total)","1966","kg/ha","19.76"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient nitrogen N (total)","1967","t","288600"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient nitrogen N (total)","1967","kg/ha","27.42"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient nitrogen N (total)","1968","t","330000"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient nitrogen N (total)","1968","kg/ha","31.25"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient nitrogen N (total)","1969","t","349800"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient nitrogen N (total)","1969","kg/ha","33.18"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient nitrogen N (total)","1970","t","366900"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient nitrogen N (total)","1970","kg/ha","34.9"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient nitrogen N (total)","1971","t","431200"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient nitrogen N (total)","1971","kg/ha","41.04"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient nitrogen N (total)","1972","t","421000"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient nitrogen N (total)","1972","kg/ha","40.14"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient nitrogen N (total)","1973","t","442000"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient nitrogen N (total)","1973","kg/ha","42.39"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient nitrogen N (total)","1974","t","490000"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient nitrogen N (total)","1974","kg/ha","46.8"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient nitrogen N (total)","1975","t","788000"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient nitrogen N (total)","1975","kg/ha","75.05"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient nitrogen N (total)","1976","t","612000"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient nitrogen N (total)","1976","kg/ha","58.19"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient nitrogen N (total)","1977","t","571000"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient nitrogen N (total)","1977","kg/ha","54.21"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient nitrogen N (total)","1978","t","821000"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient nitrogen N (total)","1978","kg/ha","77.88"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient nitrogen N (total)","1979","t","786000"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient nitrogen N (total)","1979","kg/ha","74.99"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient nitrogen N (total)","1980","t","646300"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient nitrogen N (total)","1980","kg/ha","61.57"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient nitrogen N (total)","1981","t","882000"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient nitrogen N (total)","1981","kg/ha","83.93"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient nitrogen N (total)","1982","t","884000"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient nitrogen N (total)","1982","kg/ha","84"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient nitrogen N (total)","1983","t","878000"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient nitrogen N (total)","1983","kg/ha","83.18"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient nitrogen N (total)","1984","t","857000"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient nitrogen N (total)","1984","kg/ha","81.05"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient nitrogen N (total)","1985","t","880000"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient nitrogen N (total)","1985","kg/ha","82.85"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient nitrogen N (total)","1986","t","716000"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient nitrogen N (total)","1986","kg/ha","67.31"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient nitrogen N (total)","1987","t","720000"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient nitrogen N (total)","1987","kg/ha","67.38"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient nitrogen N (total)","1988","t","720000"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient nitrogen N (total)","1988","kg/ha","67.25"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient nitrogen N (total)","1989","t","778000"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient nitrogen N (total)","1989","kg/ha","77.39"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient nitrogen N (total)","1990","t","765400"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient nitrogen N (total)","1990","kg/ha","76.23"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient nitrogen N (total)","1991","t","275000"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient nitrogen N (total)","1991","kg/ha","27.45"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient nitrogen N (total)","1992","t","362000"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient nitrogen N (total)","1992","kg/ha","36.35"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient nitrogen N (total)","1993","t","411000"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient nitrogen N (total)","1993","kg/ha","41.34"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient nitrogen N (total)","1994","t","227600"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient nitrogen N (total)","1994","kg/ha","22.93"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient nitrogen N (total)","1995","t","233000"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient nitrogen N (total)","1995","kg/ha","23.52"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient nitrogen N (total)","1996","t","266000"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient nitrogen N (total)","1996","kg/ha","26.92"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient nitrogen N (total)","1997","t","220000"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient nitrogen N (total)","1997","kg/ha","22.23"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient nitrogen N (total)","1998","t","268000"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient nitrogen N (total)","1998","kg/ha","27.23"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient nitrogen N (total)","1999","t","182000"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient nitrogen N (total)","1999","kg/ha","18.49"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient nitrogen N (total)","2000","t","239279"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient nitrogen N (total)","2000","kg/ha","24.15"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient nitrogen N (total)","2001","t","268469"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient nitrogen N (total)","2001","kg/ha","27.22"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient nitrogen N (total)","2002","t","239071"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient nitrogen N (total)","2002","kg/ha","24.25"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient nitrogen N (total)","2003","t","252139"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient nitrogen N (total)","2003","kg/ha","25.62"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient nitrogen N (total)","2004","t","270131"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient nitrogen N (total)","2004","kg/ha","28.91"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient nitrogen N (total)","2005","t","299195"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient nitrogen N (total)","2005","kg/ha","31.51"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient nitrogen N (total)","2006","t","252201"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient nitrogen N (total)","2006","kg/ha","26.81"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient nitrogen N (total)","2007","t","265487"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient nitrogen N (total)","2007","kg/ha","29.06"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient nitrogen N (total)","2008","t","279886"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient nitrogen N (total)","2008","kg/ha","30.48"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient nitrogen N (total)","2009","t","296055"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient nitrogen N (total)","2009","kg/ha","32.01"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient nitrogen N (total)","2010","t","305757"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient nitrogen N (total)","2010","kg/ha","31.82"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient nitrogen N (total)","2011","t","313333"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient nitrogen N (total)","2011","kg/ha","33.2"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient nitrogen N (total)","2012","t","289963"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient nitrogen N (total)","2012","kg/ha","31.37"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient nitrogen N (total)","2013","t","344468"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient nitrogen N (total)","2013","kg/ha","37.49"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient nitrogen N (total)","2014","t","303562"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient nitrogen N (total)","2014","kg/ha","32.99"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient nitrogen N (total)","2015","t","357352"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient nitrogen N (total)","2015","kg/ha","38.83"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient nitrogen N (total)","2016","t","344311"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient nitrogen N (total)","2016","kg/ha","38.26"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient nitrogen N (total)","2017","t","381342"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient nitrogen N (total)","2017","kg/ha","42.57"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient nitrogen N (total)","2018","t","468639"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient nitrogen N (total)","2018","kg/ha","51.35"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient nitrogen N (total)","2019","t","455964"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient nitrogen N (total)","2019","kg/ha","48.62"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient nitrogen N (total)","2020","t","468891"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient nitrogen N (total)","2020","kg/ha","52.77"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient nitrogen N (total)","2021","t","510802"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient nitrogen N (total)","2021","kg/ha","56.83"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient nitrogen N (total)","2022","t","459017"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient nitrogen N (total)","2022","kg/ha","53.34"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient phosphate P2O5 (total)","1961","t","46900"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient phosphate P2O5 (total)","1961","kg/ha","4.51"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient phosphate P2O5 (total)","1962","t","49400"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient phosphate P2O5 (total)","1962","kg/ha","4.71"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient phosphate P2O5 (total)","1963","t","89500"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient phosphate P2O5 (total)","1963","kg/ha","8.54"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient phosphate P2O5 (total)","1964","t","77300"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient phosphate P2O5 (total)","1964","kg/ha","7.36"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient phosphate P2O5 (total)","1965","t","110100"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient phosphate P2O5 (total)","1965","kg/ha","10.51"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient phosphate P2O5 (total)","1966","t","110100"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient phosphate P2O5 (total)","1966","kg/ha","10.48"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient phosphate P2O5 (total)","1967","t","135200"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient phosphate P2O5 (total)","1967","kg/ha","12.84"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient phosphate P2O5 (total)","1968","t","140500"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient phosphate P2O5 (total)","1968","kg/ha","13.3"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient phosphate P2O5 (total)","1969","t","169100"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient phosphate P2O5 (total)","1969","kg/ha","16.04"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient phosphate P2O5 (total)","1970","t","203200"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient phosphate P2O5 (total)","1970","kg/ha","19.33"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient phosphate P2O5 (total)","1971","t","179700"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient phosphate P2O5 (total)","1971","kg/ha","17.1"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient phosphate P2O5 (total)","1972","t","172900"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient phosphate P2O5 (total)","1972","kg/ha","16.49"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient phosphate P2O5 (total)","1973","t","350000"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient phosphate P2O5 (total)","1973","kg/ha","33.57"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient phosphate P2O5 (total)","1974","t","375000"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient phosphate P2O5 (total)","1974","kg/ha","35.82"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient phosphate P2O5 (total)","1975","t","338000"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient phosphate P2O5 (total)","1975","kg/ha","32.19"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient phosphate P2O5 (total)","1976","t","454000"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient phosphate P2O5 (total)","1976","kg/ha","43.16"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient phosphate P2O5 (total)","1977","t","468000"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient phosphate P2O5 (total)","1977","kg/ha","44.43"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient phosphate P2O5 (total)","1978","t","522000"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient phosphate P2O5 (total)","1978","kg/ha","49.52"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient phosphate P2O5 (total)","1979","t","519000"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient phosphate P2O5 (total)","1979","kg/ha","49.52"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient phosphate P2O5 (total)","1980","t","476000"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient phosphate P2O5 (total)","1980","kg/ha","45.35"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient phosphate P2O5 (total)","1981","t","551000"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient phosphate P2O5 (total)","1981","kg/ha","52.43"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient phosphate P2O5 (total)","1982","t","553000"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient phosphate P2O5 (total)","1982","kg/ha","52.55"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient phosphate P2O5 (total)","1983","t","537000"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient phosphate P2O5 (total)","1983","kg/ha","50.88"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient phosphate P2O5 (total)","1984","t","570000"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient phosphate P2O5 (total)","1984","kg/ha","53.91"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient phosphate P2O5 (total)","1985","t","446000"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient phosphate P2O5 (total)","1985","kg/ha","41.99"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient phosphate P2O5 (total)","1986","t","440000"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient phosphate P2O5 (total)","1986","kg/ha","41.36"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient phosphate P2O5 (total)","1987","t","440000"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient phosphate P2O5 (total)","1987","kg/ha","41.18"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient phosphate P2O5 (total)","1988","t","400000"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient phosphate P2O5 (total)","1988","kg/ha","37.36"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient phosphate P2O5 (total)","1989","t","360000"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient phosphate P2O5 (total)","1989","kg/ha","35.81"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient phosphate P2O5 (total)","1990","t","313100"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient phosphate P2O5 (total)","1990","kg/ha","31.18"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient phosphate P2O5 (total)","1991","t","145000"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient phosphate P2O5 (total)","1991","kg/ha","14.47"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient phosphate P2O5 (total)","1992","t","165000"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient phosphate P2O5 (total)","1992","kg/ha","16.57"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient phosphate P2O5 (total)","1993","t","166000"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient phosphate P2O5 (total)","1993","kg/ha","16.7"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient phosphate P2O5 (total)","1994","t","111800"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient phosphate P2O5 (total)","1994","kg/ha","11.26"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient phosphate P2O5 (total)","1995","t","127000"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient phosphate P2O5 (total)","1995","kg/ha","12.82"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient phosphate P2O5 (total)","1996","t","141000"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient phosphate P2O5 (total)","1996","kg/ha","14.27"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient phosphate P2O5 (total)","1997","t","85000"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient phosphate P2O5 (total)","1997","kg/ha","8.59"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient phosphate P2O5 (total)","1998","t","80000"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient phosphate P2O5 (total)","1998","kg/ha","8.13"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient phosphate P2O5 (total)","1999","t","46000"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient phosphate P2O5 (total)","1999","kg/ha","4.67"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient phosphate P2O5 (total)","2000","t","56000"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient phosphate P2O5 (total)","2000","kg/ha","5.65"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient phosphate P2O5 (total)","2001","t","86492"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient phosphate P2O5 (total)","2001","kg/ha","8.77"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient phosphate P2O5 (total)","2002","t","72996"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient phosphate P2O5 (total)","2002","kg/ha","7.4"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient phosphate P2O5 (total)","2003","t","95070"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient phosphate P2O5 (total)","2003","kg/ha","9.66"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient phosphate P2O5 (total)","2004","t","94073"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient phosphate P2O5 (total)","2004","kg/ha","10.07"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient phosphate P2O5 (total)","2005","t","138137"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient phosphate P2O5 (total)","2005","kg/ha","14.55"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient phosphate P2O5 (total)","2006","t","93846"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient phosphate P2O5 (total)","2006","kg/ha","9.98"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient phosphate P2O5 (total)","2007","t","103324"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient phosphate P2O5 (total)","2007","kg/ha","11.31"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient phosphate P2O5 (total)","2008","t","102418"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient phosphate P2O5 (total)","2008","kg/ha","11.15"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient phosphate P2O5 (total)","2009","t","100546"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient phosphate P2O5 (total)","2009","kg/ha","10.87"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient phosphate P2O5 (total)","2010","t","123331"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient phosphate P2O5 (total)","2010","kg/ha","12.83"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient phosphate P2O5 (total)","2011","t","126249"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient phosphate P2O5 (total)","2011","kg/ha","13.38"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient phosphate P2O5 (total)","2012","t","113035"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient phosphate P2O5 (total)","2012","kg/ha","12.23"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient phosphate P2O5 (total)","2013","t","113823"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient phosphate P2O5 (total)","2013","kg/ha","12.39"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient phosphate P2O5 (total)","2014","t","118574"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient phosphate P2O5 (total)","2014","kg/ha","12.88"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient phosphate P2O5 (total)","2015","t","132657"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient phosphate P2O5 (total)","2015","kg/ha","14.41"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient phosphate P2O5 (total)","2016","t","126189"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient phosphate P2O5 (total)","2016","kg/ha","14.02"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient phosphate P2O5 (total)","2017","t","144869"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient phosphate P2O5 (total)","2017","kg/ha","16.17"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient phosphate P2O5 (total)","2018","t","188411"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient phosphate P2O5 (total)","2018","kg/ha","20.65"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient phosphate P2O5 (total)","2019","t","201329"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient phosphate P2O5 (total)","2019","kg/ha","21.47"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient phosphate P2O5 (total)","2020","t","187577"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient phosphate P2O5 (total)","2020","kg/ha","21.11"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient phosphate P2O5 (total)","2021","t","237570"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient phosphate P2O5 (total)","2021","kg/ha","26.43"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient phosphate P2O5 (total)","2022","t","198625"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient phosphate P2O5 (total)","2022","kg/ha","23.08"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient potash K2O (total)","1961","t","9200"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient potash K2O (total)","1961","kg/ha","0.89"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient potash K2O (total)","1962","t","9600"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient potash K2O (total)","1962","kg/ha","0.92"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient potash K2O (total)","1963","t","12300"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient potash K2O (total)","1963","kg/ha","1.17"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient potash K2O (total)","1964","t","9600"
"Fertilizers by Nutrient","Romania","Use per area of cropland","Nutrient potash K2O (total)","1964","kg/ha","0.91"
"Fertilizers by Nutrient","Romania","Agricultural Use","Nutrient potash K2O (total)","1965","t","11800"
